material,condition,contamination,unit,quantity,broken_percentage,condition_score,contamination_score,has_cracks,structural_compromised,has_rust,has_rot,is_moist,has_hazardous_coating,is_separable,recommended_pathway
Concrete,Damaged,Moderate,tonnes,2471.7,78.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Glass,Damaged,None,tonnes,495.5,14.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Wood,Severely Damaged,Low,cubic metres,2295.6,21.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,RECOVER
Gypsum,Damaged,Moderate,kg,1835.0,73.6,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Ceramic / Tiles,Excellent,None,cubic metres,7577.4,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Good,Low,kg,56.7,32.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Severely Damaged,None,kg,563.7,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Excellent,None,units,3379.3,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,None,units,186.3,4.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Excellent,None,cubic metres,2652.5,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Moderate,Low,cubic metres,6174.6,35.7,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Glass,Severely Damaged,Low,tonnes,5194.4,66.9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Damaged,Low,kg,7555.9,29.4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,REPAIR
Asphalt,Severely Damaged,None,cubic metres,3066.0,33.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Asphalt,Severely Damaged,Moderate,cubic metres,2436.4,46.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Good,None,cubic metres,1423.8,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Damaged,None,units,3081.9,33.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Moderate,Moderate,units,587.1,51.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Excellent,None,units,1791.1,4.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Soil,Moderate,Moderate,cubic metres,1074.5,60.4,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Gypsum,Damaged,None,tonnes,7841.9,29.9,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Brick,Damaged,None,kg,687.4,10.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Steel,Damaged,Low,cubic metres,399.1,26.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Damaged,None,units,1686.8,35.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Moderate,Low,kg,6870.2,60.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Soil,Severely Damaged,None,tonnes,1619.1,45.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Wood,Damaged,Moderate,tonnes,5036.3,28.4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Excellent,None,kg,4780.5,6.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Moderate,Moderate,cubic metres,7828.9,67.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Plastic,Damaged,Low,tonnes,2753.6,36.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Moderate,Hazardous,kg,3980.1,71.1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Good,None,units,2755.7,1.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,None,tonnes,6289.6,1.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Severely Damaged,High,tonnes,5968.0,2.5,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Moderate,None,cubic metres,809.5,54.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Good,None,tonnes,6656.8,3.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Soil,Severely Damaged,Moderate,cubic metres,3043.8,26.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Damaged,Hazardous,tonnes,5610.8,7.1,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Good,High,tonnes,856.2,84.7,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Good,None,units,4676.5,7.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Moderate,None,cubic metres,868.9,11.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Damaged,None,tonnes,7868.5,28.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Steel,Good,None,cubic metres,7171.3,2.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,None,tonnes,730.6,4.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,None,units,4770.1,1.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Moderate,Low,kg,4318.6,33.4,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,RECOVER
Glass,Good,None,kg,4679.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Severely Damaged,Low,kg,2513.7,51.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,RECOVER
Glass,Damaged,None,cubic metres,2137.9,16.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Damaged,Moderate,kg,1813.3,34.6,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Plastic,Moderate,High,kg,6344.1,67.1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Good,None,units,6611.2,6.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Moderate,High,units,4973.1,24.9,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Moderate,High,kg,772.4,6.1,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Severely Damaged,Moderate,tonnes,3466.3,65.6,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Gypsum,Moderate,Low,units,6902.8,61.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Glass,Moderate,Low,units,6685.0,6.3,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,None,cubic metres,2861.1,5.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Good,Hazardous,kg,604.5,19.7,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Moderate,Low,tonnes,3331.3,29.1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Damaged,High,units,6664.4,25.6,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Damaged,Moderate,tonnes,1513.9,61.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Mixed Construction Waste,Good,Hazardous,cubic metres,1853.4,13.4,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Good,None,tonnes,2453.0,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,None,tonnes,2438.5,2.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Damaged,None,tonnes,305.5,79.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Good,Low,units,4684.1,32.2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,None,units,3519.3,2.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,Hazardous,tonnes,124.1,12.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Severely Damaged,Low,tonnes,5239.7,38.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Damaged,Moderate,tonnes,7274.5,54.6,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Damaged,High,tonnes,6744.8,28.8,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Damaged,Low,tonnes,4188.8,7.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Moderate,Hazardous,cubic metres,7437.6,72.7,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Good,None,units,7450.1,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Severely Damaged,Moderate,units,7601.9,58.9,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Glass,Good,None,units,1974.1,1.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Damaged,Low,tonnes,7234.1,27.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Excellent,None,kg,4218.9,0.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Damaged,None,tonnes,3037.2,59.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Mixed Construction Waste,Damaged,Moderate,kg,7630.8,32.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Ceramic / Tiles,Excellent,None,kg,7781.8,3.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Plastic,Severely Damaged,Low,kg,5070.7,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Steel,Excellent,None,units,5557.5,2.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Damaged,High,cubic metres,6262.4,45.4,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Damaged,Low,units,5142.7,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,None,kg,4795.4,6.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Severely Damaged,Moderate,kg,96.5,39.3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Good,None,tonnes,2263.9,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,None,units,7516.9,5.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Mixed Construction Waste,Moderate,Moderate,units,6309.6,38.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Gypsum,Damaged,Low,cubic metres,2732.4,79.1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Glass,Damaged,Low,kg,4189.2,16.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Moderate,Low,tonnes,7202.5,10.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Damaged,Moderate,kg,1041.9,44.7,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Asphalt,Moderate,Moderate,units,7500.9,41.8,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Good,Low,units,7708.1,26.8,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Soil,Damaged,High,units,7832.2,62.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Damaged,None,units,1735.2,42.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Moderate,Low,cubic metres,4181.7,32.8,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Wood,Severely Damaged,Low,units,6970.9,62.9,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Concrete,Good,None,units,4214.6,6.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Moderate,None,kg,6620.5,30.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Moderate,None,kg,2499.3,9.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Damaged,Moderate,kg,5319.9,60.6,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Excellent,None,cubic metres,3616.4,6.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Damaged,Moderate,tonnes,2005.8,27.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Soil,Damaged,None,tonnes,233.1,31.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Wood,Damaged,Moderate,kg,2616.8,61.2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Glass,Good,None,cubic metres,2477.8,6.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Good,None,cubic metres,5620.8,7.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Moderate,None,cubic metres,6949.5,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Damaged,Low,units,7372.3,30.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Excellent,None,units,2259.1,5.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Damaged,Low,tonnes,2558.6,20.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Severely Damaged,High,tonnes,3279.5,30.7,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Damaged,Moderate,units,5786.7,43.2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Mixed Construction Waste,Damaged,Moderate,kg,2859.3,72.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Glass,Moderate,None,tonnes,4173.7,31.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Excellent,None,kg,7634.9,1.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Damaged,High,cubic metres,1558.7,0.8,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Damaged,Moderate,units,1102.1,42.4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Good,None,kg,7268.1,2.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Mixed Construction Waste,Damaged,Moderate,units,1213.4,71.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Good,None,units,876.4,6.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Excellent,None,tonnes,6923.6,7.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Damaged,High,kg,4873.6,64.3,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Moderate,None,units,6241.5,5.4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Good,None,units,2652.0,6.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Moderate,Moderate,units,241.9,23.3,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Concrete,Good,None,cubic metres,4239.1,5.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,None,cubic metres,6070.9,3.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Excellent,None,units,3078.2,2.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Severely Damaged,Hazardous,tonnes,2801.5,57.1,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Moderate,Moderate,kg,3792.9,28.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Severely Damaged,Low,cubic metres,1714.0,78.2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Moderate,Low,tonnes,2603.2,67.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Ceramic / Tiles,Damaged,None,cubic metres,6352.2,27.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Soil,Good,Hazardous,units,581.7,85.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Moderate,Low,units,5753.2,32.8,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Damaged,None,kg,1110.3,18.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Good,Hazardous,kg,2052.8,72.7,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Excellent,Hazardous,tonnes,6238.1,60.6,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Damaged,Low,cubic metres,2046.8,30.3,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Brick,Severely Damaged,Moderate,tonnes,4582.6,25.4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Damaged,Moderate,cubic metres,2971.7,59.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Asphalt,Damaged,Low,kg,3086.2,28.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Good,None,tonnes,5540.3,4.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Damaged,Moderate,units,6843.9,46.1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Glass,Severely Damaged,Moderate,units,6788.4,25.7,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Ceramic / Tiles,Moderate,Low,units,4061.9,11.3,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Moderate,None,kg,1179.6,22.4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Moderate,Low,units,2751.6,76.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Moderate,None,units,2313.2,17.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Moderate,Moderate,units,6966.7,66.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Ceramic / Tiles,Good,High,units,4632.7,75.1,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Excellent,None,units,7480.9,3.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Damaged,Low,units,1415.3,18.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Damaged,High,kg,6190.6,76.1,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Good,Low,cubic metres,2836.6,28.7,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Plastic,Moderate,Hazardous,kg,4827.4,46.6,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Good,None,units,2090.4,25.8,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Damaged,Moderate,tonnes,7314.2,47.4,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Mixed Construction Waste,Damaged,Low,tonnes,186.3,46.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Good,None,cubic metres,1009.9,3.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Damaged,Moderate,tonnes,3788.3,55.4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Moderate,None,kg,2730.1,25.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Damaged,None,units,3390.0,13.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Damaged,Moderate,kg,1998.1,72.9,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Gypsum,Severely Damaged,High,kg,2483.3,88.9,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Damaged,Low,cubic metres,6832.9,52.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Mixed Construction Waste,Moderate,Hazardous,kg,5509.6,70.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Good,Hazardous,cubic metres,2146.2,65.2,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Moderate,Low,kg,2895.2,35.1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Excellent,None,units,634.6,2.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Damaged,Low,tonnes,823.0,36.7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Ceramic / Tiles,Good,None,kg,541.0,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Damaged,Hazardous,cubic metres,3982.5,83.1,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Severely Damaged,Low,tonnes,1443.1,39.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Concrete,Good,None,tonnes,3038.9,7.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Excellent,None,cubic metres,6479.1,7.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Good,None,cubic metres,2585.3,5.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Soil,Moderate,Moderate,kg,6912.3,63.7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Moderate,None,kg,7242.1,12.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Good,None,cubic metres,5272.6,15.3,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,Low,cubic metres,6446.6,13.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Severely Damaged,Low,tonnes,6515.9,58.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Plastic,Damaged,Hazardous,kg,134.8,41.6,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Severely Damaged,Hazardous,cubic metres,4604.7,39.1,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Moderate,Hazardous,tonnes,7597.4,32.8,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Excellent,None,cubic metres,778.8,7.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Good,None,cubic metres,3670.0,2.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Moderate,High,kg,6748.6,67.9,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Damaged,Moderate,kg,1830.9,78.2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Steel,Damaged,Low,tonnes,2597.7,27.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,REPAIR
